received_at|slot|value|simulation_duration|total_duration
2023-03-1515:13:59.76505|6005768|304386418295012124|540359|691469
2023-03-1515:14:24.267448|6005770|22313043203942719|271443|288072
2023-03-1515:14:10.924202|6005769|18275987601697516|402125|505316
2023-03-1515:15:23.113457|6005775|32904247951686484|673607|702270
2023-03-1515:15:36.266023|6005776|245242644473442460|490663|629299
2023-03-1515:15:11.854174|6005774|65648186844947211|1334880|1717259
2023-03-1515:19:58.237205|6005798|232918245147838912|150306|203050
2023-03-1515:18:59.18768|6005793|137964659437193182|190117|240940
2023-03-1515:19:46.167824|6005797|147948692311324524|89103|267535
2023-03-1515:15:47.250708|6005777|60641949615195016|208925|314435
2023-03-1515:15:47.287942|6005777|60641949615195016|174100|384156
2023-03-1515:15:46.880477|6005777|60641949615195016|160426|180197
2023-03-1515:15:46.839466|6005777|60641949615195016|192094|300541
2023-03-1515:18:35.446808|6005791|25943137739972914|350420|499927
2023-03-1515:20:35.671144|6005801|63917451113977869|145533|162648
2023-03-1515:20:13.09573|6005799|109415722692826259|183652|206667
2023-03-1515:21:11.023836|6005804|131915169745772089|154333|179370
2023-03-1515:20:25.069317|6005800|40336049311438956|85507|187858
2023-03-1515:20:47.433868|6005802|31930546879263357|157056|267920
2023-03-1515:21:46.904584|6005807|807705294621737565|137266|284420
2023-03-1515:23:24.512168|6005815|157085714950450325|233296|445632
2023-03-1515:22:13.153034|6005809|92181709035208521|102437|215458
2023-03-1515:22:35.350714|6005811|321809214361883442|164503|278236
2023-03-1515:21:35.650219|6005806|180647919515997433|178315|280431
2023-03-1515:23:47.378494|6005817|41753566997707656|773825|3377538
2023-03-1515:23:46.894959|6005817|41753566997707656|1310774|3897280
2023-03-1515:23:46.38311|6005817|41753566997707656|541719|4325428
2023-03-1515:23:48.889132|6005817|41753566997707656|330309|1886142
2023-03-1515:23:48.697647|6005817|41753566997707656|411651|0
2023-03-1515:23:47.668418|6005817|41753566997707656|407661|3093906
2023-03-1515:23:46.748762|6005817|41753566997707656|500025|3902256
2023-03-1515:23:47.092441|6005817|41753566997707656|1558297|3700255
2023-03-1515:23:46.821633|6005817|41753566997707656|698830|3896148
2023-03-1515:23:47.6918|6005817|41753566997707656|619208|3106461
2023-03-1515:23:48.100599|6005817|41753566997707656|294442|2593309
2023-03-1515:23:47.361931|6005817|41753566997707656|560727|3298752
2023-03-1515:23:47.666256|6005817|41753566997707656|599474|3139439
2023-03-1515:23:48.516045|6005817|41753566997707656|315192|2375595
2023-03-1515:23:48.458473|6005817|41753566997707656|425618|2305247
2023-03-1515:23:48.107477|6005817|41753566997707656|526491|2747975
2023-03-1515:23:48.010833|6005817|41753566997707656|703976|2880794
2023-03-1515:23:47.448839|6005817|41753566997707656|399382|3252700
2023-03-1515:23:47.758445|6005817|41753566997707656|470272|2947507
2023-03-1515:23:48.267036|6005817|41753566997707656|464647|2612737
2023-03-1515:23:46.430907|6005817|41753566997707656|1910073|4364724
2023-03-1515:23:46.970679|6005817|41753566997707656|584235|3697433
2023-03-1515:23:46.680609|6005817|41753566997707656|897972|4053733
2023-03-1515:25:01.834982|6005823|130055818669682824|141276|243376
2023-03-1515:23:48.49806|6005817|41753566997707656|325580|2383696
2023-03-1515:23:48.501472|6005817|41753566997707656|310825|2390012
2023-03-1515:23:47.986083|6005817|41753566997707656|726903|2808966
2023-03-1515:23:47.693335|6005817|41753566997707656|688057|3106025
2023-03-1515:23:47.881831|6005817|41753566997707656|291185|2916594
2023-03-1515:23:47.310252|6005817|41753566997707656|790541|3496677
2023-03-1515:23:47.882337|6005817|41753566997707656|606373|2916593
2023-03-1515:23:47.780522|6005817|41753566997707656|590081|3025557
2023-03-1515:23:48.280859|6005817|41753566997707656|383261|2517815
2023-03-1515:23:46.520882|6005817|41753566997707656|1026072|4264518
2023-03-1515:23:46.703254|6005817|41753566997707656|1509609|4094420
2023-03-1515:25:23.05448|6005825|37668678088211611|131410|267755
2023-03-1515:26:36.371629|6005831|139318077248305575|199226|400875
2023-03-1515:23:59.273741|6005818|90742212129287244|105140|202668
2023-03-1515:25:12.965138|6005824|88808214750016384|108584|450863
2023-03-1515:24:11.571005|6005819|94560852392183820|118661|269640
2023-03-1515:25:12.629743|6005824|88808214750016384|132845|207771
2023-03-1515:25:12.978083|6005824|88808214750016384|100261|432839
2023-03-1515:25:12.769715|6005824|88808214750016384|120038|189861
2023-03-1515:26:49.089623|6005832|144654309349275267|108135|128046
2023-03-1515:25:12.657984|6005824|88808214750016384|153300|347323
2023-03-1515:26:59.885361|6005833|360849347661176911|108461|209305
2023-03-1515:25:12.716391|6005824|88808214750016384|106316|175232
2023-03-1515:25:12.753995|6005824|88808214750016384|157988|312098
2023-03-1515:25:13.00718|6005824|88808214750016384|181556|620522
2023-03-1515:25:12.907232|6005824|88808214750016384|152478|692490
2023-03-1515:25:13.066012|6005824|88808214750016384|113956|400765
2023-03-1515:25:12.893341|6005824|88808214750016384|129126|204473
2023-03-1515:29:00.014377|6005843|62081317121777160|130624|172428
2023-03-1515:28:11.024502|6005839|129307988251252633|140973|497457
2023-03-1515:28:35.529233|6005841|193663495593171929|132472|174379
2023-03-1515:29:00.023371|6005843|62081317121777160|153138|209293
2023-03-1515:29:12.949065|6005844|54445940660292584|100119|121763
2023-03-1515:28:49.274104|6005842|266775179911466626|157125|177628
2023-03-1515:30:47.368066|6005852|72901267053405697|103768|209486
2023-03-1515:29:23.854482|6005845|297761734995337200|207440|513772
2023-03-1515:29:48.372643|6005847|30182822661101056|101233|136806
2023-03-1515:30:12.647322|6005849|55393857311133456|302004|451595
2023-03-1515:33:01.160288|6005863|132405802666572952|154186|173865
2023-03-1515:30:23.865513|6005850|59974563563197740|139851|2421305
2023-03-1515:30:23.890549|6005850|59974563563197740|149595|203218
2023-03-1515:31:01.11312|6005853|92143292147528480|169474|459641
2023-03-1515:31:59.651063|6005858|324058204756580344|135800|183305
2023-03-1515:34:21.728842|6005870|1061870134209332273|92477|200622
2023-03-1515:34:47.066372|6005872|912555320285929300|69553|190859
2023-03-1515:34:36.238317|6005871|656485437175433621|149108|488791
2023-03-1515:33:24.008151|6005865|59557554782009767|125963|143254
2023-03-1515:35:12.829549|6005874|512193170298803561|200339|225720
2023-03-1515:33:47.837246|6005867|265479174218158720|134284|171740
2023-03-1515:36:35.38081|6005881|42110226807449999|125008|142030
2023-03-1515:35:58.486794|6005878|139325223214890114|168491|309531
2023-03-1515:37:00.526317|6005883|80784916949214918|215176|1402072
2023-03-1515:36:12.679018|6005879|124084397190174607|183568|206474
2023-03-1515:36:47.970669|6005882|74140918078953342|111076|135336
2023-03-1515:39:17.569465|6005894|265034322480882613|153690|175226
2023-03-1515:38:35.197285|6005891|119043289931669280|87173|107545
2023-03-1515:38:58.93679|6005893|100436097045665104|184176|623734
2023-03-1515:38:58.739748|6005893|100436097045665104|210273|569353
2023-03-1515:38:58.573317|6005893|100436097045665104|380710|0
2023-03-1515:38:58.776045|6005893|100436097045665104|264736|489581
2023-03-1515:38:59.119912|6005893|100436097045665104|158610|538164
2023-03-1515:38:59.116825|6005893|100436097045665104|130877|485228
2023-03-1515:38:58.498514|6005893|100436097045665104|188412|491176
2023-03-1515:38:59.30582|6005893|100436097045665104|118498|424254
2023-03-1515:41:10.924086|6005904|508996988250479700|146640|526640
2023-03-1515:41:25.265421|6005905|384407531938664020|124589|220731
2023-03-1515:37:24.678124|6005885|96011763696003497|117376|136855
2023-03-1515:37:46.44901|6005887|489781755946496248|166551|339135
2023-03-1515:39:36.163118|6005896|122411915691673184|145204|178766
2023-03-1515:39:35.972735|6005896|122411915691673184|175903|0
2023-03-1515:39:36.065135|6005896|122411915691673184|178373|335592
2023-03-1515:39:35.981836|6005896|122411915691673184|120857|276698
2023-03-1515:39:36.029266|6005896|122411915691673184|145079|183000
2023-03-1515:39:36.094602|6005896|122411915691673184|204470|234880
2023-03-1515:39:47.969177|6005897|621911072981836160|145841|281211
2023-03-1515:39:47.971847|6005897|621911072981836160|172496|207083
2023-03-1515:41:35.202568|6005906|70277827409711530|141575|544959
2023-03-1515:42:24.348523|6005910|24353524157529520|179909|467668
2023-03-1515:42:24.322135|6005910|24353524157529520|155406|485232
2023-03-1515:42:10.449142|6005909|124766371920921148|144466|261118
2023-03-1515:44:11.570116|6005919|40586561128610618|127993|233979
2023-03-1515:43:36.592273|6005916|65101371474276160|201435|397076
2023-03-1515:43:46.893787|6005917|30571744650594372|289519|902237
2023-03-1515:42:47.616385|6005912|18720576824719233|278719|625139
2023-03-1515:42:59.064086|6005913|88031929882955376|339759|0
2023-03-1515:42:59.117116|6005913|88031929882955376|190597|573514
2023-03-1515:42:59.348825|6005913|88031929882955376|295977|734632
2023-03-1515:42:59.365704|6005913|88031929882955376|282973|723428
2023-03-1515:42:59.430765|6005913|88031929882955376|298130|643162
2023-03-1515:42:59.264714|6005913|88031929882955376|343917|830098
2023-03-1515:42:59.071669|6005913|88031929882955376|115301|441013
2023-03-1515:42:59.519566|6005913|88031929882955376|327737|569848
2023-03-1515:44:25.454932|6005920|229334251731004174|137399|203075
2023-03-1515:42:58.913568|6005913|88031929882955376|101628|126827
2023-03-1515:42:58.946538|6005913|88031929882955376|141344|562643
2023-03-1515:42:59.272012|6005913|88031929882955376|139609|341791
2023-03-1515:42:58.923586|6005913|88031929882955376|135335|584930
2023-03-1515:42:59.007786|6005913|88031929882955376|132060|512822
2023-03-1515:42:59.439721|6005913|88031929882955376|259187|291408
2023-03-1515:42:59.201622|6005913|88031929882955376|251522|0
2023-03-1515:42:59.177607|6005913|88031929882955376|299662|0
2023-03-1515:42:59.230325|6005913|88031929882955376|143529|385676
2023-03-1515:42:59.282001|6005913|88031929882955376|230650|446909
2023-03-1515:42:59.230756|6005913|88031929882955376|283590|0
2023-03-1515:42:58.997909|6005913|88031929882955376|112427|138814
2023-03-1515:42:59.355066|6005913|88031929882955376|165101|293995
2023-03-1515:42:58.991926|6005913|88031929882955376|125243|147737
2023-03-1515:42:59.293997|6005913|88031929882955376|230389|0
2023-03-1515:42:59.174299|6005913|88031929882955376|219110|0
2023-03-1515:42:59.086685|6005913|88031929882955376|206524|0
2023-03-1515:42:59.460693|6005913|88031929882955376|344973|620284
2023-03-1515:45:11.683266|6005924|91215330607148464|170395|219875
2023-03-1515:44:45.964746|6005922|44445049714044393|95093|111093
2023-03-1515:44:33.230955|6005921|60734273331859290|186762|379213
2023-03-1515:45:47.006979|6005927|119827134538477803|145239|177186
2023-03-1515:45:11.80098|6005924|91215330607148464|183090|260283
2023-03-1515:46:24.143499|6005930|69785400282288904|116608|137606
2023-03-1515:44:58.731233|6005923|137078259338107504|173653|328242
2023-03-1515:44:58.843095|6005923|137078259338107504|147294|0
2023-03-1515:46:24.29606|6005930|69785400282288904|86716|111631
2023-03-1515:46:24.350504|6005930|69785400282288904|131369|149520
2023-03-1515:46:59.986819|6005933|54457189186502626|127633|240928
2023-03-1515:46:36.039631|6005931|661493278584918083|185709|308012
2023-03-1515:45:25.493205|6005925|809745072456146816|172746|320356
2023-03-1515:49:24.292193|6005945|154337775757842400|101263|332985
2023-03-1515:46:47.460798|6005932|1326220227940156337|105189|118900
2023-03-1515:49:24.232016|6005945|154337775757842400|101713|139412
2023-03-1515:47:59.730968|6005938|48976156062499811|61417|164241
2023-03-1515:47:37.347916|6005936|46664142307748238|107852|133150
2023-03-1515:47:37.490155|6005936|46664142307748238|141685|416507
2023-03-1515:49:24.209451|6005945|154337775757842400|156152|274531
2023-03-1515:49:24.110721|6005945|154337775757842400|127800|327626
2023-03-1515:48:09.563119|6005939|47000464165797897|154480|180388
2023-03-1515:49:24.196175|6005945|154337775757842400|133179|0
2023-03-1515:49:48.523533|6005947|74046674473787057|182607|270936
2023-03-1515:52:23.291397|6005960|287880823347995841|149363|169863
2023-03-1515:49:36.267921|6005946|63682327979957807|74817|94661
2023-03-1515:52:36.377777|6005961|154668062498325378|143315|578806
2023-03-1515:52:59.753122|6005963|38308336555296064|86966|106941
2023-03-1515:52:59.712579|6005963|38308336555296064|93875|120219
2023-03-1515:50:36.096595|6005951|426412699479149588|149533|278363
2023-03-1515:51:22.975824|6005955|39913404222179880|224376|262304
2023-03-1515:53:35.723822|6005966|813447056635432166|107713|218256
2023-03-1515:53:22.566766|6005965|80132645677688128|93690|117349
2023-03-1515:53:22.582242|6005965|80132645677688128|135783|287911
2023-03-1515:53:22.934954|6005965|80132645677688128|104465|147073
2023-03-1515:53:22.911837|6005965|80132645677688128|73030|258074
2023-03-1515:53:23.216957|6005965|80132645677688128|92486|122260
2023-03-1515:53:22.4334|6005965|80132645677688128|89243|116648
2023-03-1515:53:23.827422|6005965|80132645677688128|114518|139899
2023-03-1515:53:22.441571|6005965|80132645677688128|105797|138343
2023-03-1515:53:22.789892|6005965|80132645677688128|99999|280858
2023-03-1515:53:22.42783|6005965|80132645677688128|87820|436908
2023-03-1515:53:22.97857|6005965|80132645677688128|95230|301797
2023-03-1515:53:23.15215|6005965|80132645677688128|149403|179401
2023-03-1515:53:23.10966|6005965|80132645677688128|101772|279409
2023-03-1515:53:22.997546|6005965|80132645677688128|91656|129157
2023-03-1515:53:23.859241|6005965|80132645677688128|118197|261785
2023-03-1515:53:22.620939|6005965|80132645677688128|153023|184509
2023-03-1515:53:22.703947|6005965|80132645677688128|113030|143617
2023-03-1515:53:22.73918|6005965|80132645677688128|83825|111449
2023-03-1515:53:11.716386|6005964|45453421915160298|163069|190310
2023-03-1515:53:35.734095|6005966|813447056635432166|116210|221597
2023-03-1515:53:22.708411|6005965|80132645677688128|109818|247790
2023-03-1515:53:23.446719|6005965|80132645677688128|136082|212812
2023-03-1515:53:22.501063|6005965|80132645677688128|97927|121541
2023-03-1515:53:22.854028|6005965|80132645677688128|121061|246150
2023-03-1515:53:23.084729|6005965|80132645677688128|114369|148566
2023-03-1515:53:22.486499|6005965|80132645677688128|118255|0
2023-03-1515:53:22.797985|6005965|80132645677688128|141636|172669
2023-03-1515:53:23.592778|6005965|80132645677688128|102813|171211
2023-03-1515:54:22.490597|6005970|149918999183344768|128543|332547
2023-03-1515:53:22.68101|6005965|80132645677688128|114007|140387
2023-03-1515:53:23.382299|6005965|80132645677688128|95092|126277
2023-03-1515:53:22.491481|6005965|80132645677688128|96909|373062
2023-03-1515:53:23.271111|6005965|80132645677688128|115488|155956
2023-03-1515:53:22.645612|6005965|80132645677688128|93173|303319
2023-03-1515:53:22.874032|6005965|80132645677688128|103088|154770
2023-03-1515:53:23.296393|6005965|80132645677688128|112374|174012
2023-03-1515:53:23.38661|6005965|80132645677688128|133654|286169
2023-03-1515:53:23.664103|6005965|80132645677688128|126633|0
2023-03-1515:53:23.041297|6005965|80132645677688128|125055|0
2023-03-1515:53:23.095758|6005965|80132645677688128|124201|0
2023-03-1515:53:23.736335|6005965|80132645677688128|130408|0
2023-03-1515:53:24.07826|6005965|80132645677688128|150341|176062
2023-03-1515:53:22.973455|6005965|80132645677688128|116168|153297
2023-03-1515:53:23.173882|6005965|80132645677688128|107054|219812
2023-03-1515:53:23.515438|6005965|80132645677688128|113806|450785
2023-03-1515:53:23.998909|6005965|80132645677688128|136171|165831
2023-03-1515:53:24.076822|6005965|80132645677688128|133006|158527
2023-03-1515:53:23.757487|6005965|80132645677688128|155209|184531
2023-03-1515:53:23.516273|6005965|80132645677688128|156351|184091
2023-03-1515:53:23.245089|6005965|80132645677688128|138071|0
2023-03-1515:53:23.318174|6005965|80132645677688128|147805|269565
2023-03-1515:53:23.525192|6005965|80132645677688128|143562|180376
2023-03-1515:53:23.898797|6005965|80132645677688128|78890|104763
2023-03-1515:53:23.800215|6005965|80132645677688128|119976|144677
2023-03-1515:53:23.786773|6005965|80132645677688128|104710|264921
2023-03-1515:53:23.684276|6005965|80132645677688128|74260|109902
2023-03-1515:53:23.928796|6005965|80132645677688128|116326|275206
